RCP_SNO,RCP_TTL,CKG_NM,RGTR_ID,RGTR_NM,INQ_CNT,RCMM_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_STA_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_IPDC,CKG_MTRL_CN,CKG_INBUN_NM,CKG_DODF_NM,CKG_TIME_NM,FIRST_REG_DT
745086,제철감자로 맛있게  감자고로케♥,감자고로케,skfo0701,꽃날,33432,26.0,350.0,튀김,도시락,채소류,빵,제철감자로 만드는 영양만점 노릇노릇 바삭바삭 맛있는 감자고로케~~,[재료] 감자(중) 5개| 당근 1개| 양파 1개| 스팸 1/2통(또는 갈은 돼지고기)| 빵가루| 전분가루| 계란| 밀가루 [양념] 소금 약간| 카레가루 취향껏,3인분,중급,30분이내,20080731215713.0
745094,새콤달콤이 콕콕콕  크랜베리초코칩스틱!,크랜베리초코칩스틱,skfo0701,꽃날,1641,2.0,39.0,굽기,간식,밀가루,디저트,새콤달콤~~누구나 좋아하는 맛 크랜베리 초코칩 스틱!,[재료] 박력분 250g| 버터 100g| 슈가파우더 80g| 크랜베리 50g| 초코칩 50g| 계란 1개| 베이킹파우더 1/2t| 바닐라향 1/2t,3인분,중급,60분이내,20080731220730.0
745099,탱글탱글 부드러운 일본식 계란말이,계란말이,skfo0701,꽃날,60867,23.0,488.0,부침,일상,달걀/유제품,밑반찬,야채를 듬뿍넣고 청량고추도 송송 썰어놓은 한국식 계란말이와는 또다른 맛이 있는 일본식 계란말이 함께 만들어 보아요. 탱글탱글 맛있는 일본식 계란말이랍니다.,[재료] 계란 3개| 다시물 3T| 무 약간| [다시물]| 물 5C| 다시마(사방5cm) 6개| 가쓰오부시 30g [양념] 설탕 1t| 간장 1/2t| 소금 1/4t,2인분,초급,15분이내,20080731221950.0
745105,홍차향이 솔솔  홍차스콘♥,홍차스콘,skfo0701,꽃날,4088,7.0,57.0,굽기,간식,밀가루,빵,홍차의 향긋한 향기가 솔솔~~달콤한 복숭아쨈과 어울리는 홍차스콘!,[재료] 박력분 240g| 버터 60g| 설탕 50g| 달걀 1개| 우유 100ml| 소금 1t| 베이킹파우더 1t| 좋아하는 홍차 티백 1개(2T),4인분,중급,60분이내,20080731222733.0
745228,깊은맛의 두부간장조림,두부간장조림,shriya,문성실,26462,12.0,265.0,조림,일상,콩/견과류,밑반찬,순식간에 밥 한그릇 뚝딱 비우게 만들었던 엄마의 맛  두부간장조림!,[재료] 두부 1모(400g_| 양파 1/4개| 대파 1/3대| 멸치다시마육수 1+1/2컵 [양념] 국간장 2큰술| 간장 2큰술| 고춧가루 0.5큰술| 맛술 2큰술| 다진 마늘 1큰술| 물엿 1큰술| 소금 약간| 후춧가루 적당량| 참기름 0.5큰술,4인분,초급,30분이내,20080801010116.0
745232,기름떡볶이,기름떡볶이,shriya,문성실,20911,10.0,142.0,볶음,간식,쌀,밥/죽/떡,기름맛으로 먹는 맛있는 기름떡볶이입니다.,[재료] 떡볶이 떡 300g| 식용유나 포도씨유 적당량 [고추장 양념] 고추장 1큰술| 고춧가루 0.5큰술| 간장 1큰술| 맛술 1큰술| 다진 마늘 0.5큰술| 설탕 1큰술| 물엿 1큰술| 참기름 1큰술 [간장 양념] 간장 2큰술| 설탕 1큰술| 물엿 0.5큰술| 맛술 1큰술| 참기름 1큰술,2인분,초급,30분이내,20080801010718.0
745247,묵은지 옻닭매운탕,묵은지닭매운탕,guswls73,예예,16769,18.0,28.0,끓이기,일상,닭고기,국/탕,울집식구들은 국물 허여멀건한 삼계탕은 별로 안좋아하고 무조건 뻘겋게 얼큰한걸 좋아하는 관계루다 국물을 넉넉하게 잡아 닭매운탕을 끓였어요.,[재료] 닭 1마리| 묵은지김치 800g| 양파 1개| 떡볶이떡 1/2봉지| 대추 15개| 은행 1줌| 청양고추 3개| 참옻물 5팩| 김치국물 1컵 [닭 밑간] 고추장 1숟갈| 고춧가루 4숟갈| 생강술 or맛술or청주 4숟갈| 김치국물 4숟갈| 다진마늘 2숟갈| 생강가루 1/2숟갈| 후춧가루 [김치 밑간] 식물성오일 2숟갈| 참기름 2숟갈| 설탕 1숟갈,4인분,초급,90분이내,20080801021634.0
745908,탱글탱글한 녹차젤리 ,녹차젤리,tomatosoup,강혜,2606,2.0,22.0,기타,간식,가공식품류,디저트,씁쓰름한 녹차를 넣어 녹차젤리를 만들었어요. 우유와 연유  집에서 만든 팥조림까지 곁들이니 이런말 낯간지럽지만 맛있어요.,[재료] 녹차가루 3g| 젤라틴가루 2g| 설탕 15g| 뜨거운물 100g| 찬물 600g| 우유| 연유| 팥조림(팥빙수팥가능),2인분,아무나,60분이내,20080801211438.0
745982,별미 검은콩국수,검은콩국수,guswls73,예예,25735,18.0,158.0,끓이기,다이어트,콩/견과류,면/만두,대표적인 여름 메뉴인 콩국수. 단백질이 풍부한 콩은 우리몸의 면역력을 높여주고 생기를 더해주지요. 맛도 담백하고 영양까지 풍부해 더운여름 별미랍니다.,[재료] 서리태 1컵| 콩삶을물 4컵| 소면 90g| 땅콩 15알| 검정깨 1숟갈| 오이채 약간| 참외채 약간 [양념] 소금 약간,1인분,초급,2시간이상,20080801233939.0
746887,찬밥 동그랑땡,찬밥동그랑땡,ymgs1888,뽕브라,13070,19.0,173.0,부침,일상,곡류,밑반찬,남은 찬밥으로 만드는 나들이갈때 도시락으로도 아~주 좋은 찬밥 동그랑땡! ,[재료] 찬밥 2공기| 참치 1/2캔| 양파 1/2개| 당근 1/4개| 피망 1/2개| 달갈 2개| 밀가루 5큰술 [양념] 후추 약간| 소금 약간,2인분,초급,15분이내,20080803150719.0
746888,고추장 돼지고기 볶음을 넣은~ 매콤한~ ☞상추쌈밥☜,상추쌈밥,ymgs1888,뽕브라,11869,5.0,171.0,기타,일상,채소류,밥/죽/떡,고추장 돼지고기 볶음을 넣은 상추쌈밥~!! 매콤하니 별미더라구용~ 따로 고기를 꾸워도 되지 않고..^0^ 이렇게 만들어서 도시락으로 싸도 인기만점일듯 싶어요~~ 재료도 간단하고 만드는법도 어렵지 않으니.. 한번 도전해보세요.^0^,,2인분,초급,30분이내,20080803151047.0
746945,호두과자,호두과자,alsruddk66,밀키,7579,3.0,41.0,굽기,간식,밀가루,과자,여행할때 휴게소에서 자동화된 기계로 호두과자를 만드는걸 보면 신기해서 꼭 지켜보곤 하는데 언제나 불만인건 제가좋아하는 팥과 호두가 너무 적은양이 들어간다는거. 그래서 팥과 호두를 듬뿍 넣고 후두과자를 만들어 먹었답니다.,[재료] 버터 30g| 식용유 40g| 생크림 1.5컵| 계란 2개| 설탕 70g| 박력분 150g| 베이킹파우더 1ts| 바닐라액 1ts| 팥앙금 1.5컵| 호두 1컵,6인분이상,중급,90분이내,20080803184336.0
746946,다이어트나 이유식으로 좋은 닭고기 완자,닭고기완자,alsruddk66,밀키,6941,8.0,62.0,찜,다이어트,닭고기,메인반찬,닭가슴살로 다이어트에도 좋고 소화도 잘되는 완자를 만들어 봤어요. 옥수수가 들어가서 달작지근하고 단백해서 아이들 밥반찬이나 영양간식으로 좋을듯 합니다.,[재료] 닭가슴살 250g| 옥수수통조림 1캔| 파프리카 약간 [닭가슴살 밑간] 술 2큰술| 후춧가루 조금| 카레가루 1/2작은술| 생강가루 조금 [양념] 대파 20cm| 계란 2개| 녹말가루 2큰술| 소금 1작은술| 카레가루 1작은술| 후추 조금,4인분,초급,60분이내,20080803184646.0
747134,크림치즈 아이스크림 ,크림치즈아이스크림,tomatosoup,강혜,6395,4.0,113.0,기타,간식,달걀/유제품,디저트,크림치즈 특유의 신맛도 은은히 돌면서 치즈의 리치한 맛이 가득한 크림치즈 아이스크림입니다.,[재료] 크림치즈 150g| 설탕 40g| 우유 250g| 생크림 100g| 꿀 20g| 레몬즙 2ts,6인분이상,아무나,2시간이상,20080804022215.0
747516,특별한 맛의 삼치강정,삼치강정,shriya,문성실,8903,3.0,83.0,튀김,일상,해물류,메인반찬,삼치의 색다른 변신~ 새로운 맛의 삼치요리 삼치강정입니다.,[재료] 삼치 3토막| 소금 약간| 후춧가루 약간| 밀가루나 녹말가루 적당량 [부재료] 마늘 4쪽| 청양고추 1개| 홍고추 1/2개 [양념] 간장 1큰술| 굴소스 1큰술| 맛술 2큰술| 청주 1큰술| 물엿 2큰술| 식초 2큰술| 물 3큰술| 생강가루 약간| 후춧가루 약간,3인분,초급,30분이내,20080804143418.0
747538,북어국,북어국,shriya,문성실,106340,17.0,487.0,끓이기,해장,건어물류,국/탕,뽀얗고 진한 국물의 맛으로 먹는 북어국입니다~,[재료] 북어 2줌| 무 4cm 짜리 1토막| 달걀 1개| 대파 1/2대| 멸치다시마 육수 6컵 [양념] 참기름 1큰술| 다진 마늘 0.5큰술| 국 간장 1큰술| 멸치액젓 1큰술| 소금 약간| 후춧가루 약간,4인분,중급,30분이내,20080804145621.0
747652,감자 소세지 오물렛,감자소세지오믈렛,alsruddk66,밀키,9074,5.0,49.0,부침,손님접대,채소류,양식,밥반찬으로 간식으로 간편하게 만들어 먹는 소세지와 감자가 들어간 오물렛 입니다.,[재료] 감자 큰거 1개| 비엔나소세지 140g| 양파 1/2개| 계란 4~5개| 식용유 4큰술| 파마산치즈| 피망 1/2개 [달걀 밑간] 소금 1/2ts| 후추 조금| 파마산치즈 1ts| 체다치즈 1장,4인분,초급,15분이내,20080804162910.0
747733,계란볶음밥  허니버터케익,계란볶음밥,wine59,마이드림,18787,17.0,33.0,기타,기타,기타,퓨전,오늘 아침 마이드림네 식단입니당.^^ 어제 저녁에 스파게티를 했더니 밥통에 밥이 남은거에요. 밥은 언제나 금방 지어먹어야 Good~! 밥통 속에서 오래된 밥은 볶음밥이나 덮밥 등으로 변신을 시켜서 맛나게 해드세요.^^ 그리고 아이들이 제가 만들어준 간식을 좋아해서 부랴부랴 미니케익을 구웠네요. 조금 달달~~하던데요. 이름하야 허니버터케익~!,,6인분이상,아무나,90분이내,20080804181250.0
747797,딸기쨈머핀 ,딸기쨈머핀,guswls73,예예,3144,2.0,24.0,굽기,간식,밀가루,빵,오늘은 초보들도 손쉽게 뚝딱 만들수 있는 초간단 딸기쨈 머핀이예요. 딸기쨈을 듬뿍넣어서 달콤한 맛과 향을 동시에 즐길수있답니다. 우유와함께 아이들간식으로 안성맞춤이예요.,[재료] 박력분 250g| 버터 120g| 분유 15g| 베이킹파우더 1작은술| 베이킹소다 1/3작은술| 계란 2개| 우유 60g| 크랜베리 1줌 [양념] 설탕 60g| 딸기쨈 150g,4인분,초급,60분이내,20080804194804.0
747884,감자전 ,감자전,guswls73,예예,45949,17.0,382.0,부침,간식,채소류,밑반찬,감자를 통째로 갈아 더욱 담백한 감자전이예요. 쫄깃하면서도 부드러워 씹기에도 편해요. 밑반찬으로 먹어도 좋고  술안주나 간식으로도 좋아요. ,[재료] 감자大 3개| 식용유 적당량| 소금 1/6숟갈 [초간장양념] 레몬즙 2숟갈| 설탕 2/3숟갈| 식초 2/3숟갈| 간장 4숟갈,2인분,초급,30분이내,20080804215359.0
747921,상큼하고 맛있는 오디 타르트 ,오디타르트,okwn7,센,1886,2.0,10.0,굽기,간식,밀가루,과자,바삭한 파이지위에 오디잼을 듬뿍 바르고 그위에 아몬드크림을 올려 오디생과로 장식해서 구웠답니다. 요건 정말 제과점에서도 맛볼수 없는 스페셜 타르트라고나 할까요?,[재료] 오디잼 150g| 오디생과 50g | 버터 50g| 설탕 50g| 노른자 1개| 바닐라오일 3방울| 박력분 150g [아몬드크림] 버터 140g| 설탕 120g| 계란 2개| 아몬드가루 140g| 럼주 1큰술,6인분이상,중급,90분이내,20080804225822.0
748033,구운채소 샌드위치,채소샌드위치,tomatosoup,강혜,4637,1.0,10.0,굽기,간식,밀가루,빵,건강하게 맛있는 구운채소 샌드위치,[재료] 가지| 애호박| 단호박| 파프리카| 빵| 치즈 [양념] 발사믹드레싱,1인분,초급,30분이내,20080805023914.0
748458,마늘빵,마늘빵,wine59,마이드림,9428,2.0,69.0,굽기,간식,밀가루,빵,금방 구워내면 더 맛있는 오븐스마일 마늘빵을 소개합니다~,[재료] 오븐스마일빵 5개| 버터 4큰술| 다진마늘 1큰술| 설탕 1큰술| 건파슬리가루 1큰술,5인분,초급,15분이내,20080805141447.0
748466,주말 마이드림네식단~ 도참돼지고기 제육볶음  병어조림  고등어조림,도참돼지고기제육볶음,wine59,마이드림,10006,8.0,68.0,기타,일상,기타,메인반찬,,,6인분이상,아무나,2시간이상,20080805142650.0
748753,고구마 그라탕,고구마그라탕,alsruddk66,밀키,14314,4.0,163.0,굽기,손님접대,채소류,양식,고구마와 고기가 들어가서 더맛있는 고소한 고구마 그라탕 입니다. 깃하게 쭉 늘어나는 피자치즈와 고소한 크림소스가 일품입니다.   ,[재료] 고구마 300g| 피자치즈 100g| 슬라이스치즈 1장| 파슬리가루 조금| 돼지고기 간것 150g [돼지고기 양념] 양파 1/4개| 마늘 1큰술| 간장 1.5큰술| 술 1큰술| 설탕 1/2큰술| 후추 조금 [화이트소스] 버터 2큰술| 밀가루 4큰술| 우유 2.5컵| 소금 1/2작은술| 후추 조금,3인분,초급,60분이내,20080805180458.0
748765,비엔나 소세시 롤캐비지,소세지캐비지롤,alsruddk66,밀키,6710,4.0,60.0,조림,일상,가공식품류,메인반찬,다진 고기로 만드는 롤캐비지의 간단한 버젼으로 비엔나소세지 롤캐비지를 소개합니다.,[재료] 비엔나소세지 140g| 양배추잎 8~9장| 파슬리가루 조금 [양념] 케찹 3큰술| 우스터소스 1큰술| 치킨스톡 1/2개| 물 1+1/2컵| 소금 조금| 후추 조금,6인분이상,초급,30분이내,20080805181719.0
748769,남은 잡채의 변신 잡채군만두,군만두,ywk0710,유현맘,12684,5.0,107.0,굽기,일상,가공식품류,면/만두,잡채를 해서 먹다보면 조금씩 남을 때가 있죠? 1~2번 먹다보면 좀 질리기도 하구요. 그래서 후다닥 만두로 변신시켜 봤어요.,[재료] 잡채 1대접| 두부 1모| 만두피 40장 [초간장 양념] 간장 1큰술| 식초 1큰술,6인분이상,초급,30분이내,20080805182056.0
748791,베리베리치즈타르트♥,베리베리치즈타르트,skfo0701,꽃날,2730,1.0,30.0,굽기,간식,밀가루,과자,한 조각 잘라서 먹어보면 '음- 행복해'라는 감탄이 절로~~ 타르트는 바삭바삭 크림치즈는 부드럽고 베리들은 달콤달콤 행복한 맛이랍니다.,[재료] 강력분 60g| 박력분 60g| 차가운 버터 80g| 달걀 1/2개| 우유 10g [크림치즈충전물] 크림치즈 150g| 설탕 60g| 계란 1개| 냉동 베리베리 1C| 생크림30g,4인분,고급,2시간이상,20080805190826.0
748800,만인의 반찬 소세지야채볶음,소세지야채볶음,skfo0701,꽃날,59683,13.0,1505.0,볶음,술안주,가공식품류,밑반찬,쏘야하면 그냥 케찹에만 볶는줄 알았는데  최고의 비법을 전수받았죠~~ 저와 같이 집에서 술을 즐기시는(?) 분들은 꼭 이 레시피를 마음속 깊이 담아두시길~~,[재료] 비엔나소세지 1봉| 양파 1/2개| 피망 1/2개| 양배추 1/4개 [양념] 고추장 1/2T| 케찹 2T| 간장 1/2T| 물엿 1T| 설턍 1/2t| 다진마늘 1t,2인분,초급,30분이내,20080805191857.0
748954,통밀 베이글과 베이글 바나나 토스트,베이글바나나토스트,okwn7,센,4641,4.0,6.0,굽기,간식,밀가루,빵,구수한 통밀 베이글과 베이글 바나나 토스트입니다.,[재료] 유기농통밀 50g| 강력분 200g| 리오 올리브유 1큰술| 자이로과당 7g| 인스턴트 드라이이스트 4g| 소금 4g| 물 140~ 150cc| 유기농 트라일믹스 50g| 물 1리터| 꿀 1큰술| 베이킹파우더 1작은술 [양념] 피넛버터| 바나나 1개| 아가베시럽| 호두 약간,4인분,중급,90분이내,20080806000840.0
749065,두고두고 든든하게 먹을껄? 상큼한 야채모듬피클 ~★,야채피클,nightsho,별바라기,13257,7.0,147.0,절임,다이어트,채소류,밑반찬,상큼한 야채피클을 만들어 봤어요. 저희집에서 늘상 자주 해먹는 요리인데 ~ 이래저래 냉장고에 야채 정리도 좀 할겸 만들었는데요. 요리초가 있어서 이런 야채피클 만드는게 무지 쉬워진거 같아요.,,6인분이상,초급,60분이내,20080806042501.0
749966,초코 몬스터 쇼콜라 케이크,쇼콜라케이크,alsruddk66,밀키,5026,4.0,42.0,굽기,간식,밀가루,빵,쇼콜라 케이크를 구워서 무섭고 귀여운 초코몬스터를 만들었어요. 밀가루를 넣지않고 코코아가루만 넣고만든 달콤 쌉싸름한 밀키표 쇼콜라 케이크 입니다. 케이크에 진한 가나슈를 뿌리고 아몬드와 캐슈넛을 장식해서 모양을 만들어 봤어요.,[재료] 초콜릿 200g| 버터 60g| 계란 4개| 코코아가루 80g| 럼주 1T| 달걀흰자 4개| 설탕 50g| 장식용 아몬드 슬라이스 조금| 캐슈넛 조금 [가나슈] 초콜렛 150g| 생크림 1컵,6인분이상,중급,60분이내,20080806210116.0
750320,10분이면 O.K! 느타리버섯 두부조림~★,느타리버섯두부조림,nightsho,별바라기,20737,9.0,354.0,조림,일상,콩/견과류,밑반찬,불조절도 필요없어요 가스렌즈센불에 후다닥 조림 끝인 느타리버섯 두부조림인데요~밥반찬이나 국물을 자박하게 부어 국대용으로도 드실수 있는 요리고요. 간단하면서 알찬 밥반찬을 원하시는 분들에게 좋을요리같아 포스팅 합니다.,,3인분,아무나,30분이내,20080807103624.0
750484,싱싱한 전복회 만들기,전복회,ymgs1888,뽕브라,15305,5.0,29.0,회,손님접대,해물류,메인반찬,싱싱할때 전복을 회를 먹으니 오돌오돌하니 일품이더라구요~~꼭 복날에 먹는것보다 특별한 손님이 오신다면 이렇게 싱싱한 전복을 사다가 손님상에 내놓으면 정말 좋아하실거 같아요~,[재료] 전복 3마리| 무순 1/2줌| 생수 [양념] 초장 적당량,3인분,초급,30분이내,20080807125711.0
750485,몸보신엔 따끈하고 구수한~~ ☞전복죽☜,전복죽,ymgs1888,뽕브라,4663,3.0,18.0,끓이기,영양식,해물류,밥/죽/떡,전복죽을 만들어 먹었슴돠.. 따끈하고 구수하니~~ 정말 맛나더라구용~~ 요즘 많이 먹은것두 없는데 소화가 잘 안되서 고생하는뎅.. 죽을 먹으니 한결 나아졌습니당..^0^ 여름엔 뭐니뭐니해도 몸보신을 해야하는데... 전복죽~~ 어떠신감요??^0^ 저와 함께 구수한 전복죽으로 몸보신해보아용~,,3인분,아무나,60분이내,20080807125805.0
759454,돼지갈비찜!,돼지갈비찜,ymgs1888,뽕브라,44718,28.0,534.0,찜,손님접대,돼지고기,메인반찬,청양고추를 넣어 매콤하면서 달달한 돼지갈비찜~~,[재료] 돼지갈비 2근| 청양고추 1개| 붉은고추 1개 [고기삶는물] 물 9컵| 월계수잎 5잎| 마늘 5쪽| 청주 1/2컵| 통후추 1큰술 [양념] 간장 18큰술| 다진 마늘 2큰술| 간 양파 1/2개| 간 키위 1큰술| 갈은 배 1/2개| 설탕 2큰술| 물엿 4큰술| 맛술 2큰술| 굴소스 2큰술| 참기름 1큰술| 후춧가루 약간,4인분,고급,2시간이상,20080807160014.0
760898,연유마늘바게트,연유바게트,shriya,문성실,12525,5.0,76.0,굽기,일상,밀가루,빵,딱딱하지 않고 부드러운 식감에 달달한 연유맛이 솔솔~~색다른 연유마늘바게트!,[재료] 오븐 스마일빵 3개| 버터 40g| 연유 2스푼| 다진 마늘 1스푼| 파슬리가루 0.5스푼| 소금 약간,3인분,초급,15분이내,20080807212345.0
760913,자주 먹어도 질리지 않는 고등어조림,고등어조림,shriya,문성실,97783,35.0,331.0,조림,일상,해물류,메인반찬,우리나라 사람 치고 생선 좋아하는 사람들 중에서 고등어무조림을 좋아하지 않는 사람이 있을까요? 해 먹을 것이 딱히 없어서 자주 해서 먹어도 질리지 않는 반찬이 바로 고등어조림인것 같아요. 집에 있는 무랑 그리고 냉동실에 있던 고등어를 이용해서 조림을 만들어 보았어요. 고등어 무조림은 언제 먹어도 맛있는것 같아요.,[재료] 고등어 작은크기 2마리| 청주 1큰술| 무 3줌| 양파 중 1/2개| 대파 1/2대| 홍고추 1개| 멸치다시마 육수 2컵 [양념] 간장 3큰술| 고추장 1큰술| 고춧가루 2큰술| 청주 2큰술| 다진마늘 1큰술| 다진생강이나 생강가루 약간| 물엿 0.5큰술,4인분,초급,60분이내,20080807213622.0
760950,감자볶음 파스타와 감자볶음 그라탕 ,감자볶음파스타,tomatosoup,강혜,4352,2.0,11.0,볶음,일상,쌀,퓨전,꼬들한 면과 고소한 감자  아삭한 야채를 볶아서 여름에 입맛없을때 누구라도 간단하게 해먹을수 있는 그런 파스타에요. 감자볶음에 피자치즈만 얹어 오븐에 구워줬어요. 그냥 감자볶음 치즈구이라고 할수도 있고  그라탕이라고 할수도 있답니다.,[재료] 양파 1/2개| 파프리카 1/4개| 햄 3조각| 감자 1개| 파스타면| 피자치즈 [양념] 소금| 후추,1인분,초급,15분이내,20080807223128.0
761144,피자치즈 없는피자~과일피자 ,과일피자,guswls73,예예,10040,3.0,27.0,굽기,간식,밀가루,빵,고소한 크림치즈향과 달콤한 과일향이 너무나 사랑스럽게 느껴지는 과일피자입니다~,[재료] 바나나 1개| 키위 2개| 파인애플링 1개| 호두| 건포도| 크림치즈 [피자도우] 강력분 250g| 드라이이스트 5g| 소금 5g| 설탕 10g| 물 150g| 올리브오일 2큰술,4인분,중급,2시간이내,20080808023713.0
762749,홈메이드 어묵,어묵,alsruddk66,밀키,11686,12.0,302.0,찜,이유식,가공식품류,밑반찬,생선살을 갈아서 만든 홈메이드 어묵입니다. 파프리카를 다져서 넣어서 색도 예쁘고 첨가물이 없어서 아가들 이유식이나 다이어트에 적극 추천합니다.,[재료] 흰살냉동생선 100g| 새우껍질깐것 100g| 밀가루 20g| 피망 1/4개| 파프리카 1/4개 [양념] 소금 4g| 맛술 2큰술| 후추 적당량,4인분,중급,30분이내,20080808115752.0
763269,먹고 나면 힘이 불끈! 전복죽,전복죽,shriya,문성실,211741,9.0,210.0,끓이기,영양식,해물류,밥/죽/떡,더운날씨에 힘이 불끈 솓아라! 전복 내장향이 향긋하게 솔솔~ 전복죽!,[재료] 전복 작은것 3개| 불린쌀 1컵| 끓는물 5컵 [양념] 참기름 2스푼| 국간장 1스푼| 김가루 적당량| 통깨 적당량,3인분,초급,30분이내,20080808171953.0
763463,최고의 브런치 핫케이크,핫케이크,alsruddk66,밀키,5987,2.0,16.0,부침,간식,밀가루,빵,핫케이크를 재미난 모양으로 구워봤어요. 양이 외계인 같기도 하고 봉산탈춤에 나오는 말뚝이 같기도 합니다.,[재료] 핫케익가루 500g| 우유 250g| 계란 2개| 코코아가루 1/2큰술| 맛밤 7개| 식용유 조금,3인분,초급,30분이내,20080808193148.0
763499,한입에 쏙쏙! 쫄깃쫄깃 단호박 찹쌀 도넛,단호박찹쌀도넛,okwn7,센,17115,20.0,176.0,튀김,간식,쌀,빵,한입에 쏙쏙! 쫄깃쫄깃 단호박 찹쌀 도넛입니다.,[재료] 단호박 찐것 160g| 뜨거운물 80~100ml| 무농약 찹쌀가루 200g| 튀김용 기름 2컵| 우리밀 백밀가루 50g| 빌링턴 유기농 케스터 비정제 슈가 20g| 베이킹 파우더 1작은술 [양념] 크리스탈 고운소금 1작은술| 토핑용 설탕 약간| 토핑용 시나몬가루 약간,3인분,초급,60분이내,20080808204707.0
764539,무더운 여름철.. 보양식 드시고 힘내세요~ ☞삼계탕☜,삼계탕,ymgs1888,뽕브라,16008,8.0,70.0,끓이기,영양식,닭고기,국/탕,,,1인분,아무나,60분이내,20080810121937.0
764872,여름날의 비타민  허니레몬티♥,허니레몬티,skfo0701,꽃날,13784,7.0,105.0,기타,간식,과일류,디저트,더운 여름날  비타민과 시원함을 한꺼번에 해결할 수 있는 허니레몬티!!,,6인분이상,아무나,30분이내,20080810225748.0
765370,그린토마토 피클,토마토피클,okwn7,센,6515,1.0,42.0,절임,일상,채소류,밑반찬,기존에 맛보았던 피클과는 또다른 맛의 피클이예요. 아삭아삭 새콤달콤 홈메이드 그린토마토 피클입니다.,[재료] 그린 토마토 6개 [피클물] 물 500ml| 식초 300ml| 설탕 1컵 300ml| 소금 2큰술| 피클링스파이스 2큰술| 월계수잎 3장,6인분이상,아무나,2시간이상,20080811133105.0
765580,돼지고기 김치말이,돼지고기김치말이,violeta2,미니유니,5711,1.0,30.0,굽기,손님접대,돼지고기,밑반찬,만드는 방법 간단하고 집에 있는 재료이고 파프리카대신 팽이버섯이나 다른 재료 사용하셔도 좋아요. 어른도 아이들도 잘 먹었던 돼지고기 김치말이 보실까요?,[재료] 돼지고기 슬라이스 9장| 김치 9장| 노랑/주황/빨강 파프리카 1/3개씩 [양념] 마늘소금 조금,3인분,아무나,60분이내,20080811155331.0
765584,파프리카 햄전,파프리카햄전,violeta2,미니유니,8305,6.0,59.0,부침,일상,채소류,밑반찬,파프리카랑 냉동 야채 넣어서 담백하게 전을 부쳐봤답니다. 알록달록 예뻐서 아이들이 서로 니것  내것 하면서 먹었던 파프리카 햄전 보실까요?,[재료] 노랑/주황/빨강 파프리카 1/3개씩| 모듬냉동야채 5큰술| 햄(스팸) 1/3개| 부침가루 2컵| 물 적당량| 다진 마늘 1/2큰술| 카놀라유 적당량 [양념] 소금 약간,2인분,아무나,15분이내,20080811155830.0
765588,애호박 양파볶음,애호박양파볶음,violeta2,미니유니,17953,10.0,103.0,볶음,일상,채소류,밑반찬,간단하게 만드는 시간도 많이 걸리지 않고  아이들도 잘먹는 애호박 양파볶음입니다.,[재료] 애호박 작은거 1+1/2개| 양파 1/2개| 빨강파프리카 약간| 카놀라유 1TS [양념] 소금 1TS| 참기름 1TS| 다진 마늘 1TS| 새우젓 1TS| 후추 약간,6인분이상,아무나,30분이내,20080811160424.0
765776,코코넛 스쿼드링,코코넛,ymgs1888,뽕브라,2131,1.0,33.0,튀김,손님접대,해물류,디저트,오징어링에 코코넛을 묻힌 후 구웠는데용. 쉬림프 못지않게 너무나 맛있엇어용. 물론 새우도 정말정말 따봉이지만 오징어도 코코넛옷을 입혀주니까 빛을 발휘하더라구용. 튀기지않고 구워서 더 담백하구 맛있었어용. 코코넛이 씹히는게 너무 맛잇어용. 코코넛향도 너무 좋고 달콤하고 고소하니 먹으면서 그향에 빠져든답니다. ,[재료] 오징어링 1마리| 코코넛롱 100g [튀김옷 재료] 밀가루 1/2컵| 물 1/4컵| 달걀 1개| 카레가루 1큰술| 소금 약간| 후추 약간 [허니머스터드소스] 머스터드 2큰술| 마요네즈 1/2큰술| 꿀 1큰술,3인분,아무나,30분이내,20080811183530.0
765783,초코 쉬폰 케이크,초코쉬폰케이크,ymgs1888,뽕브라,30509,15.0,1419.0,굽기,간식,밀가루,빵,생크림은 안바르구 슈가파우더로만 데코를 한 찐한 촉촉함  초코쉬폰케이크입니다.,[재료] 노른자 3개| 설탕 45g| 물 60g| 올리브유 60g| 박력분 90g| b.p 3g| 코코아가루 10g| 흰자 3개| 설탕 60g,6인분이상,중급,90분이내,20080811183813.0
765786,매운콩나물쫄면,콩나물쫄면,ymgs1888,뽕브라,10059,12.0,76.0,비빔,일상,채소류,면/만두,매콤하고~ 콩나물이 아삭~ 쫄깃하니 맛있는 매운콩나물쫄면입니다!,[재료] 쫄면 2인분| 콩나물 2줌| 오이 1/4개| 당근 1/5개| 양배추 5장| 삶은달걀 1개 [양념] 고추장 4큰술| 간장 1.5큰술| 고춧가루 1큰술| 식초 1큰술| 설탕 1큰술| 참기름 1큰술| 물엿 1큰술| 사과즙 0.5큰술| 다진마늘 0.5큰술| 청양고추 1개,2인분,초급,30분이내,20080811183930.0
